city,county,metro_status,population_2022_ref,year,sales_tax_alloc,sales_tax_alloc_per_capita,taxable_sales,taxable_sales_per_capita,business_outlets,sales_tax_rate
Bartonville,Denton,Metro,1845.0,2016,587626.68,318.4968455284553,79863347.0,43286.36693766938,206,1.75
Bartonville,Denton,Metro,1845.0,2017,626264.62,339.4388184281843,83073051.0,45026.04390243902,194,1.75
Bartonville,Denton,Metro,1845.0,2018,737438.19,399.6954959349593,93039070.0,50427.68021680217,200,1.75
Bartonville,Denton,Metro,1845.0,2019,886447.83,480.45952845528456,93107684.0,50464.869376693765,220,1.75
Bartonville,Denton,Metro,1845.0,2020,1060728.6,574.9206504065041,99593301.0,53980.10894308943,199,1.75
Bartonville,Denton,Metro,1845.0,2021,1209638.42,655.6305799457995,120440557.0,65279.43468834688,222,1.75
Bartonville,Denton,Metro,1845.0,2022,1284794.71,696.3656964769648,129439789.0,70157.06720867209,226,1.75
Bartonville,Denton,Metro,1845.0,2023,1424809.6,772.2545257452575,141231052.0,76547.99566395664,233,1.75
Bartonville,Denton,Metro,1845.0,2024,1523548.23,825.7713983739837,147538548.0,79966.69268292683,243,1.75
Bastrop,Bastrop,Non-Metro,9743.0,2013,4951274.61,508.1878897670122,,,,1.5
Bastrop,Bastrop,Non-Metro,9743.0,2014,5294045.53,543.3691398953094,,,,1.5
Bastrop,Bastrop,Non-Metro,9743.0,2015,5952026.68,610.9028718053987,,,,1.5
Bastrop,Bastrop,Non-Metro,9743.0,2016,6435888.2,660.5653494816792,791289930.0,81216.2506414862,1371,1.5
Bastrop,Bastrop,Non-Metro,9743.0,2017,6580061.12,675.362939546341,816698420.0,83824.12193369599,1392,1.5
Bastrop,Bastrop,Non-Metro,9743.0,2018,7243486.01,743.4554049060864,863545295.0,88632.3817099456,1486,1.5
Bastrop,Bastrop,Non-Metro,9743.0,2019,7568753.12,776.8401026377912,922958581.0,94730.43015498307,1497,1.5
Bastrop,Bastrop,Non-Metro,9743.0,2020,8206874.6,842.3354818844298,960547261.0,98588.44924561224,1374,1.5
Bastrop,Bastrop,Non-Metro,9743.0,2021,9987649.49,1025.1102832803037,1209573529.0,124147.9553525608,1618,1.5
Bastrop,Bastrop,Non-Metro,9743.0,2022,11329865.85,1162.8724058298264,1331216354.0,136633.10623011392,1750,1.5
Bastrop,Bastrop,Non-Metro,9743.0,2023,12210253.19,1253.233417838448,1376380526.0,141268.6570871395,1814,1.5
Bastrop,Bastrop,Non-Metro,9743.0,2024,12569891.52,1290.145901672996,1384290231.0,142080.4917376578,1868,1.5
Bay City,Matagorda,Non-Metro,17474.0,2013,4489720.7,256.93720384571367,,,,2.0
Bay City,Matagorda,Non-Metro,17474.0,2014,4843568.94,277.1871889664645,,,,2.0
Bay City,Matagorda,Non-Metro,17474.0,2015,5488328.51,314.0854131853039,,,,2.0
Bay City,Matagorda,Non-Metro,17474.0,2016,5426866.73,310.5680857273664,456345257.0,26115.672255923088,1044,2.0
Bay City,Matagorda,Non-Metro,17474.0,2017,5780661.05,330.8149851207508,455392546.0,26061.150623783906,1034,2.0
Bay City,Matagorda,Non-Metro,17474.0,2018,5737772.55,328.3605671283049,454942334.0,26035.385944832324,1028,2.0
Bay City,Matagorda,Non-Metro,17474.0,2019,5960949.6,341.132516882225,480498042.0,27497.884971958338,1044,2.0
Bay City,Matagorda,Non-Metro,17474.0,2020,6693091.85,383.0314667506009,465460501.0,26637.31835870436,951,2.0
Bay City,Matagorda,Non-Metro,17474.0,2021,6583467.21,376.75788085155085,553411192.0,31670.550074396248,1136,2.0
Bay City,Matagorda,Non-Metro,17474.0,2022,6835803.24,391.1985372553508,536727835.0,30715.796898248827,1178,2.0
Bay City,Matagorda,Non-Metro,17474.0,2023,7360449.71,421.2229432299416,596027073.0,34109.366659036285,1159,2.0
Bay City,Matagorda,Non-Metro,17474.0,2024,7484991.39,428.35019972530614,635819888.0,36386.62515737667,1158,2.0
Bayou Vista,Galveston,Metro,1637.0,2013,90908.1,55.533353695784974,,,,1.75
Bayou Vista,Galveston,Metro,1637.0,2014,93990.52,57.41632254123397,,,,1.75
Bayou Vista,Galveston,Metro,1637.0,2015,106042.49,64.77855222968846,,,,1.75
Bayou Vista,Galveston,Metro,1637.0,2016,106313.84,64.94431276725717,5165362.0,3155.383017715333,56,1.75
Bayou Vista,Galveston,Metro,1637.0,2017,136445.05,83.35067196090408,4459138.0,2723.969456322541,53,1.75
Bayou Vista,Galveston,Metro,1637.0,2018,110230.35,67.33680513133781,4106405.0,2508.494196701283,60,1.75
Bayou Vista,Galveston,Metro,1637.0,2019,132229.55,80.77553451435553,5742024.0,3507.650580329872,50,1.75
Bayou Vista,Galveston,Metro,1637.0,2020,175225.06,107.04035430665851,4875363.0,2978.230299328039,38,1.75
Bayou Vista,Galveston,Metro,1637.0,2021,185072.3,113.0557727550397,6739734.0,4117.125229077581,56,1.75
Bayou Vista,Galveston,Metro,1637.0,2022,210914.43,128.84204642638974,8378425.0,5118.158216249237,74,1.75
Bayou Vista,Galveston,Metro,1637.0,2023,206566.01,126.1857116676848,6277309.0,3834.6420281001833,74,1.75
Bayou Vista,Galveston,Metro,1637.0,2024,205875.77,125.76406230910202,5641948.0,3446.5167990226023,73,1.75
Bayside,Refugio,Non-Metro,322.0,2013,12090.76,37.548944099378886,,,,1.0
Bayside,Refugio,Non-Metro,322.0,2014,12132.67,37.679099378881986,,,,1.0
Bayside,Refugio,Non-Metro,322.0,2015,11424.7,35.4804347826087,,,,1.0
Bayside,Refugio,Non-Metro,322.0,2016,13245.48,41.13503105590062,957078.0,2972.2919254658386,20,1.0
Bayside,Refugio,Non-Metro,322.0,2017,14001.97,43.484378881987574,1086940.0,3375.590062111801,22,1.0
Bayside,Refugio,Non-Metro,322.0,2018,15390.69,47.79717391304348,890470.0,2765.4347826086955,21,1.0
Bayside,Refugio,Non-Metro,322.0,2019,14037.28,43.59403726708075,748886.0,2325.7329192546586,22,1.0
Bayside,Refugio,Non-Metro,322.0,2020,15055.39,46.75586956521739,801319.0,2488.5683229813662,20,1.0
Bayside,Refugio,Non-Metro,322.0,2021,14058.78,43.660807453416155,819390.0,2544.6894409937886,23,1.0
Bayside,Refugio,Non-Metro,322.0,2022,15706.04,48.77652173913044,774693.0,2405.8788819875776,20,1.0
Bayside,Refugio,Non-Metro,322.0,2023,16999.92,52.79478260869565,500776.0,1555.2049689440994,16,2.0
Bayside,Refugio,Non-Metro,322.0,2024,27623.06,85.78590062111802,407120.0,1264.3478260869565,18,2.0
Baytown,Harris,Metro,77288.0,2013,14518262.75,187.84627303074217,,,,1.25
Baytown,Harris,Metro,77288.0,2014,15987644.51,206.85804406893695,,,,1.25
Baytown,Harris,Metro,77288.0,2015,17609326.38,227.84036823310214,,,,1.25
Baytown,Harris,Metro,77288.0,2016,18530969.06,239.76515189938928,2236724918.0,28940.131948038506,3669,1.25
Baytown,Harris,Metro,77288.0,2017,20024080.29,259.0839495135079,2324695442.0,30078.34905806852,3638,1.25
Baytown,Harris,Metro,77288.0,2018,21335218.33,276.0482653193251,2402485589.0,31084.846146879205,3756,1.25
Baytown,Harris,Metro,77288.0,2019,20316358.47,262.86562558223784,2431566351.0,31461.11105216851,3776,1.25
Baytown,Harris,Metro,77288.0,2020,20412283.62,264.10676456888524,2263112356.0,29281.548959735017,3496,1.25
Baytown,Harris,Metro,77288.0,2021,24240871.1,313.6434000103509,2672001970.0,34572.01596625608,4165,1.25
Baytown,Harris,Metro,77288.0,2022,26213865.8,339.17122709864407,2861315097.0,37021.4664242832,4338,1.25
Baytown,Harris,Metro,77288.0,2023,27362159.54,354.0285625194079,2937995279.0,38013.602098644034,4567,1.25
Baytown,Harris,Metro,77288.0,2024,27984244.38,362.07748136838836,3016463761.0,39028.875905703346,4653,1.25
Bayview,Cameron,Metro,404.0,2013,4898.16,12.124158415841583,,,,1.0
Bayview,Cameron,Metro,404.0,2014,5529.38,13.686584158415842,,,,1.0
Bayview,Cameron,Metro,404.0,2015,6268.39,15.51581683168317,,,,1.0
Bayview,Cameron,Metro,404.0,2016,8387.34,20.760742574257428,21255.0,52.61138613861386,14,1.0
Bayview,Cameron,Metro,404.0,2017,11645.31,28.825024752475247,29134.0,72.11386138613861,14,1.0
Bayview,Cameron,Metro,404.0,2018,14656.36,36.27811881188119,27995.0,69.29455445544555,18,1.0
Bayview,Cameron,Metro,404.0,2019,15374.47,38.05561881188119,30298.0,74.9950495049505,20,1.0
Bayview,Cameron,Metro,404.0,2020,22061.13,54.60675742574258,21420.0,53.01980198019802,18,1.0
Bayview,Cameron,Metro,404.0,2021,27930.99,69.13611386138614,32234.0,79.7871287128713,22,1.0
Bayview,Cameron,Metro,404.0,2022,32001.57,79.21180693069307,41087.0,101.70049504950495,20,1.0
Bayview,Cameron,Metro,404.0,2023,35949.89,88.98487623762377,58018.0,143.6089108910891,20,1.0
Bayview,Cameron,Metro,404.0,2024,36698.71,90.83839108910891,146334.0,362.21287128712873,22,1.0
Beach City,Chambers,Non-Metro,2825.0,2020,94196.65,33.343946902654864,,,,1.5
Beach City,Chambers,Non-Metro,2825.0,2021,179931.31,63.69249911504425,,,,1.5
Beach City,Chambers,Non-Metro,2825.0,2022,212507.5,75.22389380530973,,,,1.5
Beach City,Chambers,Non-Metro,2825.0,2023,232153.47,82.17821946902654,,,,1.5
Beach City,Chambers,Non-Metro,2825.0,2024,248522.96,87.97272920353981,,,,1.5
Beasley,Fort Bend,Metro,679.0,2013,108104.67,159.21159057437407,,,,2.0
Beasley,Fort Bend,Metro,679.0,2014,110187.77,162.2794845360825,,,,2.0
Beasley,Fort Bend,Metro,679.0,2015,193913.7,285.5871870397644,,,,2.0
Beasley,Fort Bend,Metro,679.0,2016,175962.74,259.1498379970545,68626153.0,101069.44477172312,46,2.0
Beasley,Fort Bend,Metro,679.0,2017,207513.43,305.6162444771723,61544476.0,90639.8762886598,42,2.0
Beasley,Fort Bend,Metro,679.0,2018,210001.12,309.28,27168725.0,40012.84977908689,56,2.0
Beasley,Fort Bend,Metro,679.0,2019,217562.46,320.4159941089838,17355267.0,25560.039764359353,55,2.0
Beasley,Fort Bend,Metro,679.0,2020,230904.79,340.0659646539028,17155745.0,25266.19293078056,56,2.0
Beasley,Fort Bend,Metro,679.0,2021,295692.07,435.4816936671576,20049781.0,29528.39617083947,72,2.0
Beasley,Fort Bend,Metro,679.0,2022,374991.49,552.270235640648,25390126.0,37393.41089837997,82,2.0
Beasley,Fort Bend,Metro,679.0,2023,391611.44,576.7473343151694,25016196.0,36842.703976435936,85,2.0
Beasley,Fort Bend,Metro,679.0,2024,561739.49,827.3041089837997,29468884.0,43400.41826215022,92,2.0
Beaumont,Jefferson,Metro,115473.0,2013,39942169.1,345.900505745932,,,,1.5
Beaumont,Jefferson,Metro,115473.0,2014,38064147.77,329.63677890069545,,,,1.5
Beaumont,Jefferson,Metro,115473.0,2015,37279393.76,322.84078321339183,,,,1.5
Beaumont,Jefferson,Metro,115473.0,2016,38905689.55,336.92455855481364,4042512662.0,35008.29338460073,7131,1.5
Beaumont,Jefferson,Metro,115473.0,2017,38963089.96,337.4216480042954,4267650463.0,36957.9941891178,7014,1.5
Beaumont,Jefferson,Metro,115473.0,2018,45316732.46,392.44440224121655,4745993534.0,41100.461008201055,7051,1.5
Beaumont,Jefferson,Metro,115473.0,2019,44755538.79,387.5844464939856,4465652034.0,38672.6943441324,7090,1.5
Beaumont,Jefferson,Metro,115473.0,2020,42654694.47,369.391065184069,4046762060.0,35045.09331185645,6710,1.5
Beaumont,Jefferson,Metro,115473.0,2021,45185214.65,391.30545365583293,4670051354.0,40442.79921713301,7618,1.5
Beaumont,Jefferson,Metro,115473.0,2022,51518688.72,446.1535486217557,5046627167.0,43703.95821534038,7690,1.5
Beaumont,Jefferson,Metro,115473.0,2023,50244485.39,435.1189056316195,4916775966.0,42579.442519030425,7851,1.5
Beaumont,Jefferson,Metro,115473.0,2024,52008009.84,450.3910857083474,5033183123.0,43587.53234955358,7906,1.5
Beckville,Panola,Non-Metro,834.0,2013,71992.37,86.3217865707434,,,,1.0
Beckville,Panola,Non-Metro,834.0,2014,76887.95,92.1917865707434,,,,1.0
Beckville,Panola,Non-Metro,834.0,2015,74180.08,88.94494004796164,,,,1.0
Beckville,Panola,Non-Metro,834.0,2016,63491.82,76.12928057553957,4100795.0,4917.020383693046,39,1.0
Beckville,Panola,Non-Metro,834.0,2017,59475.09,71.31305755395682,4213444.0,5052.0911270983215,40,1.0
Beckville,Panola,Non-Metro,834.0,2018,60414.41,72.43934052757794,4539156.0,5442.63309352518,32,1.0
Beckville,Panola,Non-Metro,834.0,2019,70153.24,84.11659472422063,4800511.0,5756.008393285371,32,1.0
Beckville,Panola,Non-Metro,834.0,2020,75584.81,90.6292685851319,4381945.0,5254.130695443645,31,1.0
Beckville,Panola,Non-Metro,834.0,2021,78933.21,94.64413669064749,5995296.0,7188.604316546763,42,1.0
Beckville,Panola,Non-Metro,834.0,2022,89721.87,107.58017985611511,6977620.0,8366.450839328538,52,1.0
Beckville,Panola,Non-Metro,834.0,2023,98160.33,117.69823741007194,7192735.0,8624.382494004796,44,1.0
Beckville,Panola,Non-Metro,834.0,2024,119310.06,143.05762589928057,8461174.0,10145.292565947242,46,1.0
Bedford,Tarrant,Metro,48352.0,2013,9628306.57,199.12943766545334,,,,2.0
Bedford,Tarrant,Metro,48352.0,2014,11249699.5,232.66254756783587,,,,2.0
Bedford,Tarrant,Metro,48352.0,2015,13844642.99,286.330306709133,,,,2.0
Bedford,Tarrant,Metro,48352.0,2016,12465965.16,257.81694986763733,698546782.0,14447.112466909331,2594,2.0
Bedford,Tarrant,Metro,48352.0,2017,10378990.43,214.65483185804104,696314312.0,14400.941264063535,2393,2.0
Bedford,Tarrant,Metro,48352.0,2018,11217522.24,231.99706816677698,721742711.0,14926.842964096624,2404,2.0
Bedford,Tarrant,Metro,48352.0,2019,11826589.06,244.5935857875579,760222931.0,15722.678089841165,2445,2.0
Bedford,Tarrant,Metro,48352.0,2020,11928528.9,246.70187169093316,659960720.0,13649.088352084713,2290,2.0
Bedford,Tarrant,Metro,48352.0,2021,13662562.12,282.5645706485771,858578303.0,17756.831216909333,2668,2.0
Bedford,Tarrant,Metro,48352.0,2022,15385351.97,318.19473796326935,973112061.0,20125.580348279283,2790,2.0
Bedford,Tarrant,Metro,48352.0,2023,15918683.16,329.2249164460622,1018586147.0,21066.060287061548,2884,2.0
Bedford,Tarrant,Metro,48352.0,2024,16443395.66,340.07684604566515,969248408.0,20045.673560555922,2940,2.0
Bedias,Grimes,Non-Metro,490.0,2013,31767.88,64.83240816326531,,,,1.25
Bedias,Grimes,Non-Metro,490.0,2014,39875.74,81.37906122448979,,,,1.25
Bedias,Grimes,Non-Metro,490.0,2015,64175.17,130.96973469387754,,,,1.25
Bedias,Grimes,Non-Metro,490.0,2016,53305.93,108.78761224489796,4953131.0,10108.430612244898,50,1.25
Bedias,Grimes,Non-Metro,490.0,2017,51548.43,105.20087755102041,4954832.0,10111.902040816327,58,1.25
Bedias,Grimes,Non-Metro,490.0,2018,62041.67,126.61565306122449,5108132.0,10424.75918367347,68,1.25
Bedias,Grimes,Non-Metro,490.0,2019,55665.73,113.60353061224491,5673984.0,11579.55918367347,68,1.25
Bedias,Grimes,Non-Metro,490.0,2020,73389.55,149.7745918367347,6566413.0,13400.842857142858,68,1.25
Bedias,Grimes,Non-Metro,490.0,2021,79238.46,161.71114285714287,7034075.0,14355.255102040815,76,1.25
Bedias,Grimes,Non-Metro,490.0,2022,87990.03,179.57148979591835,8247047.0,16830.708163265306,96,1.25
Bedias,Grimes,Non-Metro,490.0,2023,100360.1,204.81653061224492,9141299.0,18655.71224489796,104,1.25
Bedias,Grimes,Non-Metro,490.0,2024,111184.2,226.9065306122449,11869700.0,24223.877551020407,114,1.25
Bee Cave,Travis,Metro,6983.0,2013,7673978.31,1098.9514979235284,,,,2.0
Bee Cave,Travis,Metro,6983.0,2014,8480780.44,1214.4895374480882,,,,2.0
Bee Cave,Travis,Metro,6983.0,2015,9093833.75,1302.2817914936275,,,,2.0
Bee Cave,Travis,Metro,6983.0,2016,9491023.68,1359.1613461263066,895703250.0,128269.1178576543,908,2.0
Bee Cave,Travis,Metro,6983.0,2017,9610541.95,1376.27695116712,920349132.0,131798.52957181726,895,2.0
Bee Cave,Travis,Metro,6983.0,2018,10334513.39,1479.9532278390377,969810411.0,138881.6283832164,941,2.0
Bee Cave,Travis,Metro,6983.0,2019,10678403.8,1529.2000286409855,1032563934.0,147868.24201632536,985,2.0
Bee Cave,Travis,Metro,6983.0,2020,10743344.61,1538.4998725476155,951057110.0,136196.0632965774,918,2.0
Bee Cave,Travis,Metro,6983.0,2021,13212944.35,1892.1587211800086,1219060923.0,174575.52957181726,1097,2.0
Bee Cave,Travis,Metro,6983.0,2022,14187169.3,2031.6725332951455,1305488095.0,186952.32636402693,1192,2.0
Bee Cave,Travis,Metro,6983.0,2023,14069555.6,2014.8296720607188,1246781038.0,178545.1865960189,1226,2.0
Bee Cave,Travis,Metro,6983.0,2024,14034973.66,2009.8773678934556,1260880047.0,180564.2341400544,1296,2.0
Beeville,Bee,Non-Metro,14164.0,2013,4363268.38,308.05340158147413,,,,1.5
Beeville,Bee,Non-Metro,14164.0,2014,3941579.79,278.2815440553516,,,,1.5
Beeville,Bee,Non-Metro,14164.0,2015,3933406.25,277.7044796667608,,,,1.5
Beeville,Bee,Non-Metro,14164.0,2016,3448686.02,243.48249223383226,362729463.0,25609.25324767015,903,1.5
Beeville,Bee,Non-Metro,14164.0,2017,3473933.57,245.26500776616774,386316393.0,27274.52647557187,860,1.5
Beeville,Bee,Non-Metro,14164.0,2018,3868245.54,273.1040341711381,406879703.0,28726.327520474442,868,1.5
Beeville,Bee,Non-Metro,14164.0,2019,4061995.7,286.78309093476423,420106067.0,29660.128988986162,884,1.5
Beeville,Bee,Non-Metro,14164.0,2020,3605444.4,254.54987291725502,364175809.0,25711.367480937588,794,1.5
Beeville,Bee,Non-Metro,14164.0,2021,3785579.18,267.2676630895227,383695888.0,27089.51482632025,898,1.5
Beeville,Bee,Non-Metro,14164.0,2022,4189005.45,295.75017297373626,404108070.0,28530.646003953687,918,1.5
Beeville,Bee,Non-Metro,14164.0,2023,4350654.49,307.16284171138096,411659010.0,29063.753883083875,932,1.5
Beeville,Bee,Non-Metro,14164.0,2024,4538246.45,320.4071201637955,433338384.0,30594.350748376164,920,1.5
Bellaire,Harris,Metro,18906.0,2013,2578956.42,136.40941605839416,,,,1.0
Bellaire,Harris,Metro,18906.0,2014,2286879.34,120.96050671744419,,,,1.0
Bellaire,Harris,Metro,18906.0,2015,2376518.93,125.70183698296837,,,,1.0
Bellaire,Harris,Metro,18906.0,2016,2380150.09,125.89390087802813,323045872.0,17086.949751401673,1326,1.0
Bellaire,Harris,Metro,18906.0,2017,2269302.87,120.03082989527135,316134004.0,16721.35851052576,1228,1.0
Bellaire,Harris,Metro,18906.0,2018,2387123.86,126.26276631757113,326132223.0,17250.196921612187,1177,1.0
Bellaire,Harris,Metro,18906.0,2019,2394644.69,126.6605675446948,321847235.0,17023.549931238762,1207,1.0
Bellaire,Harris,Metro,18906.0,2020,2426465.41,128.34366920554322,320976089.0,16977.472178144504,1135,1.0
Bellaire,Harris,Metro,18906.0,2021,2794510.37,147.8107674812229,433267446.0,22916.928276737544,1284,1.0
Bellaire,Harris,Metro,18906.0,2022,3239855.62,171.36653020205227,455249218.0,24079.615889135723,1364,1.0
Bellaire,Harris,Metro,18906.0,2023,4008960.33,212.04698667089812,354344516.0,18742.437109912196,1420,1.0
Bellaire,Harris,Metro,18906.0,2024,3412888.29,180.51879244684227,352345128.0,18636.682957791178,1416,1.0
Bellevue,Clay,Non-Metro,350.0,2013,19194.6,54.84171428571428,,,,1.0
Bellevue,Clay,Non-Metro,350.0,2014,20316.11,58.04602857142857,,,,1.0
Bellevue,Clay,Non-Metro,350.0,2015,31897.26,91.13502857142856,,,,2.0
Bellevue,Clay,Non-Metro,350.0,2016,39478.98,112.79708571428573,1122371.0,3206.7742857142857,20,2.0
Bellevue,Clay,Non-Metro,350.0,2017,40543.08,115.83737142857143,1235335.0,3529.5285714285715,22,2.0
Bellevue,Clay,Non-Metro,350.0,2018,45033.12,128.66605714285714,1135767.0,3245.0485714285714,24,2.0
Bellevue,Clay,Non-Metro,350.0,2019,39920.57,114.05877142857143,995241.0,2843.5457142857144,25,2.0
Bellevue,Clay,Non-Metro,350.0,2020,43535.87,124.38820000000001,1000957.0,2859.8771428571426,26,2.0
Bellevue,Clay,Non-Metro,350.0,2021,54533.78,155.8108,1458946.0,4168.417142857143,36,2.0
Bellevue,Clay,Non-Metro,350.0,2022,61863.08,176.75165714285714,12881122.0,36803.205714285716,54,2.0
Bellevue,Clay,Non-Metro,350.0,2023,63440.78,181.25937142857143,28177162.0,80506.17714285714,68,2.0
Bellevue,Clay,Non-Metro,350.0,2024,68188.47,194.8242,32642001.0,93262.86,68,2.0
Bellmead,Mclennan,Metro,10835.0,2013,3283576.36,303.05273281033686,,,,1.5
Bellmead,Mclennan,Metro,10835.0,2014,3306765.59,305.1929478541763,,,,1.5
Bellmead,Mclennan,Metro,10835.0,2015,3430763.77,316.63717305029996,,,,1.5
Bellmead,Mclennan,Metro,10835.0,2016,3538504.0,326.5808952468851,443209513.0,40905.35422242732,447,1.5
Bellmead,Mclennan,Metro,10835.0,2017,3597003.34,331.98000369173974,449673248.0,41501.91490539917,453,1.5
Bellmead,Mclennan,Metro,10835.0,2018,3787278.15,349.541130595293,464604093.0,42879.93474850023,468,1.5
Bellmead,Mclennan,Metro,10835.0,2019,3881444.46,358.23206829718504,463666771.0,42793.42602676511,490,1.5
Bellmead,Mclennan,Metro,10835.0,2020,3907769.92,360.66173696354406,466076300.0,43015.809875403786,446,1.5
Bellmead,Mclennan,Metro,10835.0,2021,4309119.42,397.7036843562529,527241052.0,48660.91850484541,490,1.5
Bellmead,Mclennan,Metro,10835.0,2022,4696092.6,433.4187909552376,564216821.0,52073.54139363175,517,1.5
Bellmead,Mclennan,Metro,10835.0,2023,5140233.96,474.41014859252425,599562923.0,55335.75662205814,522,1.5
Bellmead,Mclennan,Metro,10835.0,2024,5276248.04,486.9633631748962,607829525.0,56098.710198431014,544,1.5
Bells,Grayson,Metro,1516.0,2013,198952.15,131.23492744063324,,,,2.0
Bells,Grayson,Metro,1516.0,2014,204531.78,134.9154221635884,,,,2.0
Bells,Grayson,Metro,1516.0,2015,206775.59,136.3955079155673,,,,2.0
Bells,Grayson,Metro,1516.0,2016,213371.44,140.74633245382586,10757133.0,7095.734168865435,82,2.0
Bells,Grayson,Metro,1516.0,2017,218423.12,144.07857519788917,11416991.0,7530.996701846966,82,2.0
Bells,Grayson,Metro,1516.0,2018,244187.67,161.07366094986807,11800855.0,7784.2051451187335,87,2.0
Bells,Grayson,Metro,1516.0,2019,308048.49,203.1982124010554,11855950.0,7820.547493403694,98,2.0
Bells,Grayson,Metro,1516.0,2020,261204.47,172.298463060686,11601396.0,7652.6358839050135,92,2.0
Bells,Grayson,Metro,1516.0,2021,293268.23,193.44870052770446,14485547.0,9555.110158311345,114,2.0
Bells,Grayson,Metro,1516.0,2022,339420.8,223.8923482849604,15406010.0,10162.275725593667,124,2.0
Bells,Grayson,Metro,1516.0,2023,356336.22,235.05027704485485,15249983.0,10059.355540897097,134,2.0
Bells,Grayson,Metro,1516.0,2024,403229.19,265.9823153034301,16601306.0,10950.729551451188,136,2.0
Bellville,Austin,Non-Metro,4202.0,2013,790605.48,188.14980485483102,,,,1.5
Bellville,Austin,Non-Metro,4202.0,2014,854581.54,203.3749500237982,,,,1.5
Bellville,Austin,Non-Metro,4202.0,2015,817272.1,194.49597810566397,,,,1.5
Bellville,Austin,Non-Metro,4202.0,2016,740388.24,176.19900999524035,88176097.0,20984.316277962876,565,1.5
Bellville,Austin,Non-Metro,4202.0,2017,694352.55,165.2433484055212,91535389.0,21783.767015706806,524,1.5
Bellville,Austin,Non-Metro,4202.0,2018,732807.16,174.3948500713946,88487330.0,21058.384102808188,524,1.5
Bellville,Austin,Non-Metro,4202.0,2019,806905.55,192.0289267015707,90395734.0,21512.549738219896,524,1.5
Bellville,Austin,Non-Metro,4202.0,2020,814067.91,193.73343883864828,82789303.0,19702.356734888148,478,1.5
Bellville,Austin,Non-Metro,4202.0,2021,924517.51,220.01844597810566,103159103.0,24550.00071394574,562,1.5
Bellville,Austin,Non-Metro,4202.0,2022,1064045.66,253.22362208472154,124627438.0,29659.07615421228,598,1.5
Bellville,Austin,Non-Metro,4202.0,2023,1127441.06,268.31058067586866,126765620.0,30167.924797715372,633,1.5
Bellville,Austin,Non-Metro,4202.0,2024,1196272.71,284.6912684435983,136751641.0,32544.417182294146,647,1.5
Belton,Bell,Metro,23196.0,2013,4318350.77,186.1679069667184,,,,1.5
Belton,Bell,Metro,23196.0,2014,4654595.0,200.6636920158648,,,,1.5
Belton,Bell,Metro,23196.0,2015,4755554.04,205.01612519399896,,,,1.5
Belton,Bell,Metro,23196.0,2016,4723963.33,203.6542218485946,472391004.0,20365.192446973615,1518,1.5
Belton,Bell,Metro,23196.0,2017,4926131.21,212.36985730298326,502442366.0,21660.733143645455,1500,1.5
Belton,Bell,Metro,23196.0,2018,5273008.63,227.3240485428522,525930424.0,22673.324021382996,1504,1.5
Belton,Bell,Metro,23196.0,2019,5393526.59,232.5196839972409,572563928.0,24683.73547163304,1576,1.5
Belton,Bell,Metro,23196.0,2020,6108700.13,263.35144550784617,590889283.0,25473.75767373685,1474,1.5
Belton,Bell,Metro,23196.0,2021,7400996.61,319.06348551474395,771724508.0,33269.723573029834,1806,1.5
Belton,Bell,Metro,23196.0,2022,8686275.32,374.4729832729781,886755148.0,38228.7958268667,1930,1.5
Belton,Bell,Metro,23196.0,2023,9167834.25,395.2334130884635,903681609.0,38958.51047594413,2072,1.5
Belton,Bell,Metro,23196.0,2024,9783795.76,421.7880565614761,949367737.0,40928.07971201932,2170,1.5
Benavides,Duval,Non-Metro,1391.0,2013,73782.05,53.04245147375989,,,,1.0
Benavides,Duval,Non-Metro,1391.0,2014,100433.79,72.20258087706685,,,,1.0
Benavides,Duval,Non-Metro,1391.0,2015,70120.06,50.409820273184756,,,,1.0
Benavides,Duval,Non-Metro,1391.0,2016,57380.82,41.2514881380302,5253000.0,3776.4198418404026,44,1.0
Benavides,Duval,Non-Metro,1391.0,2017,56527.82,40.638260244428466,5005709.0,3598.6405463695182,39,1.0
Benavides,Duval,Non-Metro,1391.0,2018,53776.68,38.6604457225018,5087929.0,3657.7491013659237,33,1.0
Benavides,Duval,Non-Metro,1391.0,2019,63572.55,45.70276779295471,5641202.0,4055.5010783608914,34,1.0
Benavides,Duval,Non-Metro,1391.0,2020,70278.57,50.52377426312006,5750077.0,4133.772106398274,38,1.0
Benavides,Duval,Non-Metro,1391.0,2021,95078.49,68.35261682242991,5907719.0,4247.102084831056,48,2.0
Benavides,Duval,Non-Metro,1391.0,2022,146532.38,105.34319194823868,6140694.0,4414.58950395399,48,2.0
Benavides,Duval,Non-Metro,1391.0,2023,153221.83,110.15228612508986,6890513.0,4953.639827462257,43,2.0
Benavides,Duval,Non-Metro,1391.0,2024,157578.83,113.2845650611071,6076340.0,4368.324946081955,43,2.0
Benbrook,Tarrant,Metro,23312.0,2013,3407072.86,146.15103208647906,,,,1.5
Benbrook,Tarrant,Metro,23312.0,2014,3472339.8,148.95074639670554,,,,1.5
Benbrook,Tarrant,Metro,23312.0,2015,3368459.0,144.49463795470143,,,,1.5
Benbrook,Tarrant,Metro,23312.0,2016,3250751.06,139.44539550446123,300060284.0,12871.494680851063,1200,1.5
